p0,T,waitingTime,tauAlphaEst,tauBlock,tauAlpha,crossed,n,idx
3.825,0.04506436,8000.0,46.4159,1000.0,42.44117852895869,1,4096,0
3.825,0.04506436,9000.0,46.4159,1000.0,44.50378822827689,1,4096,0
3.825,0.06529403,0.0,21.5443,1000.0,26.419444555336394,1,4096,0
3.825,0.06529403,10000.0,21.5443,1000.0,26.135950948573882,1,4096,0
3.825,0.06529403,1000.0,21.5443,1000.0,24.321488333055377,1,4096,0
3.825,0.06529403,11000.0,21.5443,1000.0,26.206040688538963,1,4096,0
3.825,0.06529403,12000.0,21.5443,1000.0,24.484813778517115,1,4096,0
3.825,0.06529403,13000.0,21.5443,1000.0,26.020379827063337,1,4096,0
3.825,0.06529403,14000.0,21.5443,1000.0,25.24788714396933,1,4096,0
3.825,0.06529403,2000.0,21.5443,1000.0,25.594731114088585,1,4096,0
3.825,0.06529403,3000.0,21.5443,1000.0,26.998404036557123,1,4096,0
3.825,0.06529403,4000.0,21.5443,1000.0,28.37901085518831,1,4096,0
3.825,0.06529403,5000.0,21.5443,1000.0,25.551863085170766,1,4096,0
3.825,0.06529403,6000.0,21.5443,1000.0,23.11253120231111,1,4096,0
3.825,0.06529403,7000.0,21.5443,1000.0,26.50448646281551,1,4096,0
3.825,0.06529403,8000.0,21.5443,1000.0,24.164635742049203,1,4096,0
3.825,0.06529403,9000.0,21.5443,1000.0,23.80840576911714,1,4096,0
3.825,0.09228032,0.0,10.0,1000.0,17.63351383146825,1,4096,0
3.825,0.09228032,10000.0,10.0,1000.0,17.02090446299395,1,4096,0
3.825,0.09228032,1000.0,10.0,1000.0,17.12261851807636,1,4096,0
3.825,0.09228032,11000.0,10.0,1000.0,15.873973781312964,1,4096,0
3.825,0.09228032,12000.0,10.0,1000.0,16.909839225836937,1,4096,0
3.825,0.09228032,13000.0,10.0,1000.0,17.880835727423555,1,4096,0
3.825,0.09228032,14000.0,10.0,1000.0,17.631655466100604,1,4096,0
3.825,0.09228032,2000.0,10.0,1000.0,15.231454500137959,1,4096,0
3.825,0.09228032,3000.0,10.0,1000.0,16.272383208732528,1,4096,0
3.825,0.09228032,4000.0,10.0,1000.0,16.38514962636291,1,4096,0
3.825,0.09228032,5000.0,10.0,1000.0,15.29578281591765,1,4096,0
3.825,0.09228032,6000.0,10.0,1000.0,16.802887366427786,1,4096,0
3.825,0.09228032,7000.0,10.0,1000.0,15.120594851423713,1,4096,0
3.825,0.09228032,8000.0,10.0,1000.0,15.673784099559448,1,4096,0
3.825,0.09228032,9000.0,10.0,1000.0,17.35492404462176,1,4096,0
3.85,0.000825,0.0,10000.0,10000.0,12497.373044891514,1,4096,0
3.85,0.000825,100000.0,10000.0,10000.0,30491.230070327427,1,4096,0
3.85,0.000825,10000.0,10000.0,10000.0,19476.359848636326,1,4096,0
3.85,0.000825,110000.0,10000.0,10000.0,29733.243106915135,1,4096,0
3.85,0.000825,120000.0,10000.0,10000.0,,0,4096,0
3.85,0.000825,130000.0,10000.0,10000.0,,0,4096,0
3.85,0.000825,140000.0,10000.0,10000.0,,0,4096,0
3.85,0.000825,20000.0,10000.0,10000.0,21192.534685876843,1,4096,0
3.85,0.000825,30000.0,10000.0,10000.0,24660.663475085577,1,4096,0
3.85,0.000825,40000.0,10000.0,10000.0,25110.192641664373,1,4096,0
3.85,0.000825,50000.0,10000.0,10000.0,25719.498354699295,1,4096,0
3.85,0.000825,60000.0,10000.0,10000.0,28290.759720812297,1,4096,0
3.85,0.000825,70000.0,10000.0,10000.0,26599.090896571633,1,4096,0
3.85,0.000825,80000.0,10000.0,10000.0,27865.129744740167,1,4096,0
3.85,0.000825,90000.0,10000.0,10000.0,27898.600836655027,1,4096,0
3.85,0.00138085,0.0,4641.59,4641.59,6391.244916888997,1,4096,0
3.85,0.00138085,13925.0,4641.59,4641.59,9449.037377890778,1,4096,0
3.85,0.00138085,18566.0,4641.59,4641.59,9725.715978288858,1,4096,0
3.85,0.00138085,23208.0,4641.59,4641.59,9967.606524151633,1,4096,0
3.85,0.00138085,27850.0,4641.59,4641.59,10053.905796709669,1,4096,0
3.85,0.00138085,32491.0,4641.59,4641.59,13197.915771680962,1,4096,0
3.85,0.00138085,37133.0,4641.59,4641.59,14975.168832043337,1,4096,0
3.85,0.00138085,41774.0,4641.59,4641.59,15378.401016689913,1,4096,0
3.85,0.00138085,46416.0,4641.59,4641.59,15305.452902365656,1,4096,0
3.85,0.00138085,4642.0,4641.59,4641.59,7283.608288488006,1,4096,0
3.85,0.00138085,51057.0,4641.59,4641.59,16610.630700506474,1,4096,0
3.85,0.00138085,55699.0,4641.59,4641.59,,0,4096,0
3.85,0.00138085,60341.0,4641.59,4641.59,,0,4096,0
3.85,0.00138085,64982.0,4641.59,4641.59,,0,4096,0
3.85,0.00138085,9283.0,4641.59,4641.59,8668.604105822482,1,4096,0
3.85,0.00257217,0.0,2154.43,2154.43,2376.857926711268,1,4096,0
3.85,0.00257217,10772.0,2154.43,2154.43,3782.513614248803,1,4096,0
3.85,0.00257217,12927.0,2154.43,2154.43,3880.6524756332474,1,4096,0
3.85,0.00257217,15081.0,2154.43,2154.43,3801.107681824903,1,4096,0
3.85,0.00257217,17235.0,2154.43,2154.43,3573.4534091764685,1,4096,0
3.85,0.00257217,19390.0,2154.43,2154.43,4057.6642042421176,1,4096,0
3.85,0.00257217,21544.0,2154.43,2154.43,3844.073811923382,1,4096,0
3.85,0.00257217,2154.0,2154.43,2154.43,3376.974083847244,1,4096,0
3.85,0.00257217,23699.0,2154.43,2154.43,3827.171754205602,1,4096,0
3.85,0.00257217,25853.0,2154.43,2154.43,3484.6649815554924,1,4096,0
3.85,0.00257217,28007.0,2154.43,2154.43,3696.0873316243396,1,4096,0
3.85,0.00257217,30162.0,2154.43,2154.43,,0,4096,0
3.85,0.00257217,4309.0,2154.43,2154.43,3623.7275745382694,1,4096,0
3.85,0.00257217,6463.0,2154.43,2154.43,3659.074965398117,1,4096,0
3.85,0.00257217,8618.0,2154.43,2154.43,3625.1433103457657,1,4096,0
3.85,0.00495084,0.0,1000.0,1000.0,863.4371983146882,1,4096,0
3.85,0.00495084,10000.0,1000.0,1000.0,1282.1106249595223,1,4096,0
3.85,0.00495084,1000.0,1000.0,1000.0,894.3664353087631,1,4096,0
3.85,0.00495084,11000.0,1000.0,1000.0,1290.6269820192056,1,4096,0
3.85,0.00495084,12000.0,1000.0,1000.0,1197.0059232264905,1,4096,0
3.85,0.00495084,13000.0,1000.0,1000.0,1353.8929052486,1,4096,0
3.85,0.00495084,14000.0,1000.0,1000.0,,0,4096,0
3.85,0.00495084,2000.0,1000.0,1000.0,982.512483414953,1,4096,0
3.85,0.00495084,3000.0,1000.0,1000.0,806.9192660637593,1,4096,0
3.85,0.00495084,4000.0,1000.0,1000.0,1082.035472779111,1,4096,0
3.85,0.00495084,5000.0,1000.0,1000.0,986.1043377900999,1,4096,0
3.85,0.00495084,6000.0,1000.0,1000.0,1044.2931048204903,1,4096,0
3.85,0.00495084,7000.0,1000.0,1000.0,1108.3064434088571,1,4096,0
3.85,0.00495084,8000.0,1000.0,1000.0,1045.356542678504,1,4096,0
3.85,0.00495084,9000.0,1000.0,1000.0,1086.5413379163842,1,4096,0
3.85,0.00826466,0.0,464.159,1000.0,437.12123247427905,1,4096,0
3.85,0.00826466,10000.0,464.159,1000.0,449.5585594460459,1,4096,0
3.85,0.00826466,1000.0,464.159,1000.0,467.44700263414063,1,4096,0
3.85,0.00826466,11000.0,464.159,1000.0,425.08350441224223,1,4096,0
3.85,0.00826466,12000.0,464.159,1000.0,439.7228131551123,1,4096,0
3.85,0.00826466,13000.0,464.159,1000.0,464.28207054382165,1,4096,0
3.85,0.00826466,14000.0,464.159,1000.0,432.0408735305866,1,4096,0
3.85,0.00826466,2000.0,464.159,1000.0,435.5996095007083,1,4096,0
3.85,0.00826466,3000.0,464.159,1000.0,444.03058685831587,1,4096,0
3.85,0.00826466,4000.0,464.159,1000.0,464.71723972750306,1,4096,0
3.85,0.00826466,5000.0,464.159,1000.0,475.25662657931883,1,4096,0
3.85,0.00826466,6000.0,464.159,1000.0,477.13932045096254,1,4096,0
3.85,0.00826466,7000.0,464.159,1000.0,468.6869127855768,1,4096,0
3.85,0.00826466,8000.0,464.159,1000.0,466.340322402935,1,4096,0
3.85,0.00826466,9000.0,464.159,1000.0,434.04458888364906,1,4096,0
3.85,0.01667554,0.0,215.443,1000.0,146.9659740745654,1,4096,0
3.85,0.01667554,10000.0,215.443,1000.0,151.85898505428162,1,4096,0
3.85,0.01667554,1000.0,215.443,1000.0,137.62353907039792,1,4096,0
3.85,0.01667554,11000.0,215.443,1000.0,145.53873185935333,1,4096,0
3.85,0.01667554,12000.0,215.443,1000.0,149.11286744898726,1,4096,0
3.85,0.01667554,13000.0,215.443,1000.0,164.61874776918842,1,4096,0
3.85,0.01667554,14000.0,215.443,1000.0,143.53326930491133,1,4096,0
3.85,0.01667554,2000.0,215.443,1000.0,157.31966725057904,1,4096,0
3.85,0.01667554,3000.0,215.443,1000.0,147.07224410593113,1,4096,0
3.85,0.01667554,4000.0,215.443,1000.0,154.02774111498968,1,4096,0
3.85,0.01667554,5000.0,215.443,1000.0,144.12676469838354,1,4096,0
3.85,0.01667554,6000.0,215.443,1000.0,134.65123056740816,1,4096,0
3.85,0.01667554,7000.0,215.443,1000.0,153.28378958605975,1,4096,0
3.85,0.01667554,8000.0,215.443,1000.0,151.74304727688033,1,4096,0
3.85,0.01667554,9000.0,215.443,1000.0,148.77893678352112,1,4096,0
3.85,0.0239427,0.0,100.0,1000.0,93.62361460053114,1,4096,0
3.85,0.0239427,10000.0,100.0,1000.0,85.94607310529648,1,4096,0
3.85,0.0239427,1000.0,100.0,1000.0,80.97696642121504,1,4096,0
3.85,0.0239427,11000.0,100.0,1000.0,83.6863461509218,1,4096,0
3.85,0.0239427,12000.0,100.0,1000.0,87.94919358564097,1,4096,0
3.85,0.0239427,13000.0,100.0,1000.0,79.57906495903961,1,4096,0
3.85,0.0239427,14000.0,100.0,1000.0,80.41078356918153,1,4096,0
3.85,0.0239427,2000.0,100.0,1000.0,97.54504133505111,1,4096,0
3.85,0.0239427,3000.0,100.0,1000.0,98.23908375010015,1,4096,0
3.85,0.0239427,4000.0,100.0,1000.0,80.78822249374859,1,4096,0
3.85,0.0239427,5000.0,100.0,1000.0,79.18120576200305,1,4096,0
3.85,0.0239427,6000.0,100.0,1000.0,89.95276304066537,1,4096,0
3.85,0.0239427,7000.0,100.0,1000.0,87.58370500107876,1,4096,0
3.85,0.0239427,8000.0,100.0,1000.0,83.8886530754464,1,4096,0
3.85,0.0239427,9000.0,100.0,1000.0,80.5631471757622,1,4096,0
3.85,0.04100738,0.0,46.4159,1000.0,39.21183856152142,1,4096,0
3.85,0.04100738,10000.0,46.4159,1000.0,39.575311219613766,1,4096,0
3.85,0.04100738,1000.0,46.4159,1000.0,41.051477049986104,1,4096,0
3.85,0.04100738,11000.0,46.4159,1000.0,42.1257200422552,1,4096,0
3.85,0.04100738,12000.0,46.4159,1000.0,43.37234606613385,1,4096,0
3.85,0.04100738,13000.0,46.4159,1000.0,38.718908805262906,1,4096,0
3.85,0.04100738,14000.0,46.4159,1000.0,41.60823356737339,1,4096,0
3.85,0.04100738,2000.0,46.4159,1000.0,44.91745544054762,1,4096,0
3.85,0.04100738,3000.0,46.4159,1000.0,42.54517008071562,1,4096,0
3.85,0.04100738,4000.0,46.4159,1000.0,38.382921209622964,1,4096,0
3.85,0.04100738,5000.0,46.4159,1000.0,37.64851747224218,1,4096,0
3.85,0.04100738,6000.0,46.4159,1000.0,41.03026680754651,1,4096,0
3.85,0.04100738,7000.0,46.4159,1000.0,42.07891883078507,1,4096,0
3.85,0.04100738,8000.0,46.4159,1000.0,46.29968716446627,1,4096,0
3.85,0.04100738,9000.0,46.4159,1000.0,40.86215146157292,1,4096,0
3.85,0.0636712,0.0,21.5443,1000.0,24.5934868417197,1,4096,0
3.85,0.0636712,10000.0,21.5443,1000.0,23.013278710670935,1,4096,0
3.85,0.0636712,1000.0,21.5443,1000.0,25.99470060816925,1,4096,0
3.85,0.0636712,11000.0,21.5443,1000.0,25.801293494752755,1,4096,0
3.85,0.0636712,12000.0,21.5443,1000.0,23.335331660687554,1,4096,0
3.85,0.0636712,13000.0,21.5443,1000.0,24.908484071465274,1,4096,0
3.85,0.0636712,14000.0,21.5443,1000.0,24.98278088487635,1,4096,0
3.85,0.0636712,2000.0,21.5443,1000.0,24.03305614323524,1,4096,0
3.85,0.0636712,3000.0,21.5443,1000.0,21.397446515669923,1,4096,0
3.85,0.0636712,4000.0,21.5443,1000.0,24.71207245914034,1,4096,0
3.85,0.0636712,5000.0,21.5443,1000.0,22.330647824059568,1,4096,0
3.85,0.0636712,6000.0,21.5443,1000.0,23.398427155070603,1,4096,0
3.85,0.0636712,7000.0,21.5443,1000.0,24.369247754240643,1,4096,0
3.85,0.0636712,8000.0,21.5443,1000.0,23.9915491521293,1,4096,0
3.85,0.0636712,9000.0,21.5443,1000.0,21.618340520064073,1,4096,0
3.85,0.0988608,0.0,10.0,1000.0,13.097669796965308,1,4096,0
3.85,0.0988608,10000.0,10.0,1000.0,14.573921232466688,1,4096,0
3.85,0.0988608,1000.0,10.0,1000.0,12.678272344874792,1,4096,0
3.85,0.0988608,11000.0,10.0,1000.0,13.758128170316558,1,4096,0
3.85,0.0988608,12000.0,10.0,1000.0,13.455880938608043,1,4096,0
3.85,0.0988608,13000.0,10.0,1000.0,12.924474137755533,1,4096,0
3.85,0.0988608,14000.0,10.0,1000.0,12.590682099142855,1,4096,0
3.85,0.0988608,2000.0,10.0,1000.0,13.926968530439577,1,4096,0
3.85,0.0988608,3000.0,10.0,1000.0,13.157169159570323,1,4096,0
3.85,0.0988608,4000.0,10.0,1000.0,12.439427711214398,1,4096,0
3.85,0.0988608,5000.0,10.0,1000.0,14.898796021198736,1,4096,0
3.85,0.0988608,6000.0,10.0,1000.0,13.021465670675127,1,4096,0
3.85,0.0988608,7000.0,10.0,1000.0,14.184770231220751,1,4096,0
3.85,0.0988608,8000.0,10.0,1000.0,13.756251641531724,1,4096,0
3.85,0.0988608,9000.0,10.0,1000.0,13.341680201177308,1,4096,0
